X,Y,OBJECTID,PORTFOLIO_MANAGER_ID,ADDRESS,PROPERTY_NAME,PHILADELPHIA_BUILDING_ID,POSTAL_CODE,NUM_OF_BUILDINGS,YEAR_BUILT,PRIMARY_PROP_TYPE_EPA_CALC,ELECTRIC_USE_KBTU,NATURAL_GAS_USE_KBTU,FUEL_OIL_02_USE_KBTU,STEAM_USE_KBTU,ENERGY_STAR_SCORE,SITE_EUI_KBTUFT2,SOURCE_EUI_KBTUFT2,WATER_USE_ALL_KGAL,TOTAL_GHG_EMISSIONS_MTCO2E,WATER_SCORE,Y_COORD,X_COORD,TOTAL_FLOOR_AREA_BLD_PK_FT2
-75.0217075356989,40.0312782639562,715,4852904,8001 State Rd,HOC-House of Corrections Complex,"786504751; 881449900",19136,1,1927,Mixed Use Property,16282111.8,35413057.2,229793.5,,,62.5,99.9,1162.9,3409.9,,40.03127018,-75.0217058,830754
-75.0681778471081,40.0691274584378,716,4923071,1304 Rhawn,Gloria Dei Estates,778788965,19111,1,1998,Multifamily Housing,5052742.1,2303540.1,,,47,59.9,135,4978.3,591.5,84,40.06911937,-75.0681761,122728
-75.1704280863536,39.9492684573758,717,4923240,225 S 18th Street,Parc Rittenhouse Condominium,888093017,19103,1,1928,Multifamily Housing,24020323,17873340.3,,,1,97.4,200,20226.7,3179.7,2,39.94926039,-75.17042631,440018
-75.0140887611615,40.0697550244892,718,4925757,9601 Ashton Rd.,Victoria Woods,881193500,19114,15,1971,Multifamily Housing,8011519.3,6557476.8,,,45,56.8,114.4,15131.5,1092.2,35,40.06974693,-75.01408703,256300
-75.2067275728077,40.0047536171899,719,4924093,3901 Conshohocken Ave.,Greenbriar Club Apartments,881161000,19131,3,1970,Multifamily Housing,14386312.4,23203741.5,,,22,102,175.4,27353.7,2568.3,37,40.00474554,-75.20672579,510612
-75.1394734270756,39.9504211587796,720,4919477,3 North Columbus Blvd,(PA2420) - Pier 3 Condominiums,884018803,19106,1,1923,Multifamily Housing,12093950,,,,19,40.9,114.6,4700.8,1123,88,39.95041309,-75.13947166,343800
-75.1734091787418,39.9498568842913,721,4926217,210 W Rittenhouse Sq,(PA2473) - Rittenhouse Condo & Hotel,"888085258;883702700",19103,1,1989,Multifamily Housing,27832131,4578012.3,,,,60,153.2,15907.5,2827.5,,39.94984882,-75.1734074,566408
-75.1834959713308,40.0272559203543,722,4925792,5555 Wissahickon Ave. ,Park Heights Apartments,881063000,19144,1,1958,Multifamily Housing,4879398.8,11367900.2,,,84,59.4,93.6,13661.9,1056.9,31,40.02724784,-75.18349419,291509
-75.1862462097216,40.0425275425933,723,4926233,221 W. Johnson Street,Nugent Senior Apartments,886653700,19144,1,2013,Multifamily Housing,1971362.2,,,,39,36.5,102.2,958.3,183,90,40.04251946,-75.18624443,54015
-75.1321465735168,39.9754276713189,724,4926582,1601 E Palmer Street,Neumann Senior Housing,881130485,19125,1,2006,Multifamily Housing,4003190.4,1422343.8,,,14,54.8,128.3,2855.3,447.3,16,39.9754196,-75.13214481,99000
-75.1417668442122,39.9628442152569,725,4925764,212 Brown St.,American Loft,888039250,19123,1,2009,Multifamily Housing,3168061.1,,,,45,45.3,126.9,1697.9,276,92,39.96283615,-75.14176508,69894
-75.1536542815573,39.9472546019497,726,4926791,210 W. Washington Square,(PA2418) - Ayer Condominium,888059176,19106,1,1929,Multifamily Housing,7926758.4,6943400.9,,,1,125.2,248.2,4917.7,1104.8,40,39.94724654,-75.15365251,118802
-75.2020001960787,40.0037988580883,727,4928708,3600 Conshohocken Ave.,River Park House Condominium,888520668,19131,1,1965,Multifamily Housing,11440964.9,19361647.7,,,48,79.6,135.3,15698.6,2090.7,68,40.00379078,-75.20199841,483235
-75.1644858315289,39.9535604830578,728,4931293,1401 JFK Blvd,Municipal Services Building (MSB),782003200,19102,1,1968,Office,30966960.6,16995692.3,,,56,97.7,212.9,4360.8,3778.1,,39.95355242,-75.16448406,491000
-75.2223200036714,40.0246151039397,729,4905265,4250 Main Street,Canal House,881079200,19127,1,1840,Multifamily Housing,2393159.7,,,,59,29.9,83.8,1598.7,222.2,77,40.02460703,-75.22231821,86427
-75.1396847608334,39.9912025862983,730,4936276,2622-46 N. LAWRENCE STREET,LEHIGH PARK II,886609000,19133,1,1962,Multifamily Housing,1403225.6,1979154.1,,,95,45.9,81.5,4093.2,227.4,46,39.99119451,-75.139683,73675
-75.1673200448577,39.9467370801987,731,4936576,1512 Spruce Street,The Drake,888071440,19102,1,1929,Multifamily Housing,6017689.8,463190,,17002524.6,,132.6,213.4,8232.3,1712.3,,39.94672902,-75.16731827,177067
-75.027100891719,40.067666290551,732,4932752,2661-2669 Willits Rd.,Welshwood Apartments,881191500,19114,3,1967,Multifamily Housing,3686423.7,11428651.7,,,45,72.4,106.9,6957.2,949.3,68,40.0676582,-75.02709916,208761
-75.2206404363316,40.0008967084247,733,4941421,2746 Belmont Avenue,the metropolitan bala,881157000,19131,1,1965,Multifamily Housing,2332460.3,4528427.8,,,82,57.7,94.8,4924.2,457.1,45,40.00088864,-75.22063864,188087
-75.1470447067899,39.9640850130366,734,4938104,710-20 N 5th Street,Liberties Lofts,881520650,19123,1,1930,Multifamily Housing,2455117.9,,,,,15.4,43.1,1507.9,228,,39.96407694,-75.14704294,159556
-75.0821598799409,39.9877971837236,735,4950952,3895 Richmond St,Northeast WPCP,884463045,19137,1,1944,Wastewater Treatment Plant,94659184.2,103429420.7,,,48,825.4,1556.9,54173.7,14283,,39.98778911,-75.08215813,240000
-75.1417722108878,39.9707880395486,736,4941726,1250 N. 3rd Street,"Olde Kensington, LP",881006631,19122,1,1986,Multifamily Housing,2430426.3,1080465.5,,,87,39,88.2,3245.6,283.1,52,39.97077997,-75.14177045,90000
-75.1805760872377,39.9688073152803,737,4951012,2601 Pennsylvania Ave,(PA2284) - 2601 Parkway Condos,888073251,19130,1,1940,Multifamily Housing,18909362,4674320.3,,,52,46.5,114.2,10679.2,2004.1,86,39.96879925,-75.18057431,506636
-74.9997648730605,40.0429787681944,738,4954850,9001 State Rd,Baxter WTP 9001,786071000,19136,1,1959,Drinking Water Treatment & Distribution,13182941,19229425.5,,,,139.7,246.1,425412.2,2245.4,,40.04297068,-74.99976315,232000
-75.2246117079471,40.0013456658704,739,4954970,4700 City Avenue,Mansion at Bala,881155152,19131,7,2010,Multifamily Housing,13436203.5,,,,49,30.3,84.7,10993.4,1247.6,52,40.00133759,-75.22460991,444073
-75.2345794021416,39.9110361339226,740,4959360,7199 Brant Place,UNICO Village II,773681500,19153,5,1972,Multifamily Housing,2128078.7,7201079.6,,,27,110.9,160.7,1652.5,580.1,99,39.91102808,-75.23457761,84125
-75.1676690460506,39.9469641763767,741,4959850,1520-1528 Spruce Street,The Touraine Apartments,888082628,19102,1,1917,Multifamily Housing,5343386.5,8201563.3,,,43,58.3,101.5,3405.1,931.8,89,39.94695611,-75.16766727,232318
-75.2060798780314,39.9453996319123,742,4943439,760 S 42nd Street,Goodman Hall,773505500,19104,1,1986,College/University,1411947.7,180576,,,,24.2,62.9,,132.6,,39.94539157,-75.20607809,65820
-75.188451229817,40.0079462683237,743,4955175,4055 Ridge Avenue,Dobson Mills,881137425,19129,11,2007,Multifamily Housing,16720424.1,,,,84,22.2,62.2,12592.7,1552.5,75,40.00793819,-75.18844945,752225
-75.2231776747888,39.8879445786215,744,4964605,8200 Enterprise Ave,Southwest WPCP,783131000,19153,1,1975,Wastewater Treatment Plant,224104390.9,,,,,1018.7,2852.2,20028.8,20808.8,,39.88793653,-75.22317589,220000
-75.1886836271136,39.9535191346264,745,4959919,3200 Chestnut Square,381 - Chestnut Square,"881115950; 881115975; 774517051",19104,2,2013,Multifamily Housing,12494443.7,5436500.3,,,91,48.7,110.5,10646,1448.9,94,39.95351107,-75.18868185,368221
-75.1710311012195,39.9506976909453,746,4961098,130 S 18th St.,10 Rittenhouse Square,888095900,19103,1,2009,Multifamily Housing,15117234.5,2713490.4,,12614724.8,24,63.3,125.5,11986,2385.4,63,39.95068963,-75.17102933,520715
-75.1518195521368,39.9069529250971,747,4964606,100 Packer Ave/25 E Pattison Ave,Southeast WPCP,781358000,19148,1,1900,Wastewater Treatment Plant,61798178.1,10567891.9,,,62,903.9,2299.8,67645.3,6299.5,,39.90694487,-75.15181779,80064
-75.2005413581303,39.9550151832079,748,4964805,3900 Chestnut St.,Chestnut Hall (ch84),881117500,19104,1,1923,Multifamily Housing,11800378.1,15509846.4,,,9,91,164.3,14784.5,1919.5,40,39.95500712,-75.20053958,300160
-75.2201432710694,40.0022272760554,749,4964607,4300 Ford Rd,Belmont WTP,783042600,19131,1,1965,Drinking Water Treatment & Distribution,7168594.9,9344418.2,,,,173.8,314.6,5470,1162,,40.0022192,-75.22014148,95000
-75.1935969067443,40.0744027157975,750,4964823,7715 Crittenden St,Chestnut Hill Village/Blossom Row -CO (ch85),"881046000, 881046025, 881046050",19118,16,1963,Multifamily Housing,5836277.2,35512438.5,,,89,64.7,84,28994.5,2428.2,63,40.07439463,-75.19359512,638776
-75.2149815938602,40.0043913931798,751,4965649,4001 Monument Avenue,Overmont Corp,881445825,19131,1,1972,Multifamily Housing,4070079.3,1067487.4,,,96,38.5,93.7,571.9,434.6,100,40.00438332,-75.2149798,143536
-75.1790400834518,39.9509277902703,752,4964838,2300 Walnut St.,Riverloft (rv67),881028800,19103,1,1910,Multifamily Housing,7337939.3,2267179.8,,,43,48.9,116.8,5701.6,801.8,56,39.95091973,-75.17903831,196225
-75.1711988830363,39.975245867064,753,4966048,2101 N College Ave,Girard Court Apartments,881070430,19121,1,1960,Multifamily Housing,137104.4,3214183.2,,,97,54.9,61.6,3537.9,182.7,22,39.9752378,-75.17119711,61000
-75.0884308258967,40.0614102389936,754,4974523,800 Cottman Avenue,Regency Park Apartments,881130500,19111,4,1975,Multifamily Housing,9305261,3248746.7,,,49,42,98.5,15391.1,1036.6,25,40.06140215,-75.08842907,298995
-75.1770105728234,39.9579809549193,755,4972681,158 N. 23rd Street,Riverside Presby Tower,886810658,19103,1,1981,Multifamily Housing,3885585.6,5065464.7,,,36,77.4,140,5291.7,629.8,43,39.95797289,-75.1770088,143719
-75.1752134462625,39.960965894702,756,4975614,2200 Benjamin Franklin Pkwy,Park Towne Premier (pt79),881030930,19130,4,1959,Multifamily Housing,34381291,29231749,,,29,85.9,171.5,30487.6,4745,85,39.96095783,-75.17521167,740145
-75.1766797866119,40.0310908829113,757,4975739,5501 Wayne Avenue,Fairfax Apartments,881062010,19144,1,1912,Multifamily Housing,531663,2474023.6,,,96,46.2,62.9,918.8,180.8,98,40.0310828,-75.17667801,77000
-75.1894715302538,39.9303187517457,758,4978775,2600 Moore Street,St. John Neumann Place,886760957,19145,1,2008,Multifamily Housing,2149320.8,1275698.7,,,47,42.4,91.1,3955,267.3,8,39.93031069,-75.18946975,80740
-75.1658351355467,39.9479426543683,759,4979554,1420 Locust Street,"(PA3537)	Academy House COA",772732000,19102,1,1977,Multifamily Housing,24259545.2,6380670.9,,,74,36.9,89.8,20647.7,2591.5,63,39.94793459,-75.16583336,830976
-75.1708915831642,39.9520495762039,760,4978652,1811 Chestnut Street,(PA2450) - Belgravia,888088272,19103,1,1903,Multifamily Housing,2778429.1,694089,,,43,51.5,126.1,2451.4,294.9,63,39.95204151,-75.17088981,67493
-75.1634763354213,39.933333963273,761,4972768,1148 Wharton Street,Wharton Street Lofts,771179000,19147,1,1910,Multifamily Housing,2066351.6,,,,48,29.9,83.6,1602.3,191.9,49,39.9333259,-75.16347457,69175
-75.1503302756724,39.9784117838645,762,4979781,1701 North Tenth Street,380 - University Village-Temple,777567005,19122,3,2004,Multifamily Housing,7494717.3,3560799.8,,,57,45.1,100.8,11384,885,41,39.97840371,-75.15032851,245287
-75.1725428347941,39.9506626511428,763,4979799,1901 Walnut Street,The Rittenhouse Plaza,881025500,19103,1,1924,Multifamily Housing,6210256.3,177077,,13786308.8,31,72.3,122.4,7085,1501.4,78,39.95065459,-75.17254106,279109
-75.155539812977,39.9558121041747,764,4979802,209-19 N. 10th Street,"On Lok House, Inc.",771717000,19107,1,1984,Multifamily Housing,1502917.8,,,,89,29.3,81.9,2523.9,139.6,18,39.95580404,-75.15553804,51360
-75.1875864541429,39.9561640268319,765,4979914,3175 JFK Boulevard,385 - University Crossings,881115750,19104,1,1926,Multifamily Housing,18211642.1,2310099.9,,,59,41.9,109.1,10013,1813.7,91,39.95615596,-75.18758468,489553
-75.2336503730127,40.0431697150789,766,4991720,468 Domino Lane,Green Woods Charter School,882348400,19128,1,2014,K-12 School,2712410.7,666404.7,,,42,56.3,138.2,330,287.3,,40.04316163,-75.23364857,115650
-75.180815769782,39.9455555705215,767,4989832,2400 South Street,(PA3558) - 2400 South,888304534,19146,5,1987,Multifamily Housing,934833.4,131841,,,100,4.7,12,48.4,93.8,100,39.94554751,-75.18081399,229044
-75.1391101199607,39.9515272441987,768,4988462,7 N. Columbus Blvd,(PA2449) - Pier 5 COA,888060400,19106,1,1985,Multifamily Housing,5961982.1,,,,79,29,81.3,7165.6,553.6,62,39.95151918,-75.13910836,223950
-75.162917317414,39.9495957434843,769,4991740,1315 Walnut Street,Goldman Properties - 1315 Walnut Street,883021000,19107,1,1923,Office,8795385.4,17667.3,,980682.1,80,39.8,104.8,860.1,882.7,,39.94958768,-75.16291555,246310
-75.1708852562039,39.9329147467971,770,4991800,1401 South 16th Street,Reed Street Presbyterian Apartments,773198500,19146,1,2001,Multifamily Housing,2113802.2,2025333.8,,,50,65,126.4,2194.7,303.8,68,39.93290669,-75.17088348,63665
-75.2274720666044,39.9332388919313,771,4991802,2001 S. 59th Street,Greenway Presbyterian Apartments,881445450,19143,0,2005,Multifamily Housing,1560239.4,934788.6,,,66,41.8,89.7,1703.3,194.5,70,39.93323083,-75.22747028,59626
-75.1776628216845,39.9574544406591,772,4992126,2301 Cherry St,Rivers Edge Condominium Association,888083961,19103,1,1982,Multifamily Housing,6008532,2645936.9,,,84,36.1,81.7,7002.5,698.4,60,39.95744637,-75.17766105,270000
-75.1558344165673,39.9215091099736,773,4992132,501 Jackson Street,Jackson Place,881000110,19148,1,2004,Multifamily Housing,2584165.2,851037.2,,,27,58.6,138.6,2369.8,285.2,40,39.92150105,-75.15583265,59639
-75.1586354430353,39.9459059610812,774,4992137,1014 Spruce St,Strickland Condos,888052314,19107,7,1815,Multifamily Housing,1951036.9,3976263,,,46,74.3,120.9,2370.6,392.4,87,39.9458979,-75.15863367,79733
-75.1546923841477,40.0068449839787,775,4993120,1531 West Tioga street,Tioga Presbyterian Apartments,776274500,19140,1,1995,Multifamily Housing,3085403.4,5308524,,,22,85.7,145.1,6593.3,568.4,7,40.00683691,-75.15469061,97964
-75.1768866182541,39.9558032911227,776,4993952,2200 Arch St,2200 Arch Street,888111280,19103,1,1996,Multifamily Housing,10607321.1,1855315.8,,,45,38.3,97.4,7142.4,1083.5,83,39.95579523,-75.17688484,415000
-75.2242646088863,40.0414400239517,777,4995156,6725 Ridge Avenue,Ridgeview Apartments,881087500,19128,1,1964,Multifamily Housing,1541040,2902451.3,,,75,57.6,95.4,3572.2,297.3,57,40.04143194,-75.22426281,77182
-75.1726469524324,39.9538963288504,778,4992930,1919 Market Street,1919 Market St (mk51),881035640,19103,1,2016,Multifamily Housing,13061330.5,6148429.4,,,61,52.6,117.7,12013.7,1539.4,49,39.95388826,-75.17264518,456519
-75.2346558728317,40.055689342438,779,4998219,7949 Ridge Avenue,The Ridge Apartments,881090500,19128,2,1961,Multifamily Housing,1993672.5,4373324.8,,,68,54.8,87.5,4507,417.4,46,40.05568126,-75.23465407,116269
-75.1679202554649,39.9488481736403,780,4998799,1601 Locust Street,The Lanesborough,888035538,19102,1,1931,Multifamily Housing,2091695.9,1434600,,,96,37.1,77.5,444.3,270.4,100,39.94884011,-75.16791848,105000
-75.1457994838642,39.9560485094198,781,4998818,319 Vine Street,York Square Condominium Association,888110000,19106,1,2005,Multifamily Housing,2135933.2,1565676.2,,,93,35.9,74,1487.1,281.5,94,39.95604044,-75.14579772,108000
-75.1763303998861,39.9571751426143,782,5001981,2201 Cherry St,2201 Cherry Street,888084309,19103,1,1988,Multifamily Housing,1744098.4,,,,85,33.2,93,1136.3,161.9,93,39.95716708,-75.17632862,58500
-75.1756771505455,39.9511581849245,783,5002018,118 South 21st Street,(PA2219) - 2101 Cooperative Inc.,881026500,19103,1,1953,Multifamily Housing,7445645.9,12972128.1,,,63,63.8,107.7,6992.8,1380.4,85,39.95115012,-75.17567538,320000
-75.1702991813293,39.9630107871346,784,4991579,1900 Hamilton Street,Tivoli Condos,888111120,19130,1,2006,Multifamily Housing,4898721,2364211.7,,,78,38.4,85.6,4762.8,580.4,89,39.96300272,-75.17029741,225200
-75.1900101917127,39.9580651681762,785,5002154,101 N 34th Street,"20,22-Calhoun & Towers Hall","881822850 ; 774554000",19104,2,1972,Residence Hall/Dormitory,12524367,780320,,,,61.3,165.3,2324.8,1132.6,,39.9580571,-75.19000841,217153
-75.1508580358285,39.9460740622128,786,5002488,241 S. 6th St.,Independence Place Owners Association,888051126,19106,2,1981,Multifamily Housing,26858219.9,,,,44,40.5,113.3,14103.3,2493.9,77,39.946066,-75.15085627,663502
-75.1662471221309,39.9474194923061,787,5003683,271 S. 15th St,Westbury Apartments,881031008,19102,1,1929,Multifamily Housing,3952740.6,167699.7,,5735710.3,3,103.2,189.9,2856.8,756.8,70,39.94741143,-75.16624535,95548
-75.2449967438605,39.9794786119291,788,5002133,6150 W. Oxford Street ,Monte Vista,"881439770;881125750",19151,4,1900,Multifamily Housing,4613024,4802824,,,8,137.7,262.7,12298.8,683.4,6,39.97947054,-75.24499495,68359
-75.1691146565724,39.9422122913357,789,5003717,1530 Fitzwater Street,Scottish Rite Tower,772706250,19146,1,1996,Multifamily Housing,2316374.4,3432589.8,,,40,82.5,144.8,3846.9,397.4,43,39.94220423,-75.16911288,69705
-75.2267065405354,39.9331945140687,790,5004296,2000 S. 58TH STREET,ANN THOMAS PRESBYTERIAN APARTMENTS,881125140,19143,1,1991,Multifamily Housing,2037987.6,2424233.1,,,40,68.8,127.2,1891.1,318,70,39.93318645,-75.22670475,64872
-75.226101498529,39.933055762346,791,5004302,2100 S. 58TH STREET,MARY FIELD PRESBYTERIAN APARTMENTS,773722705,19143,1,1994,Multifamily Housing,2210430.1,3146639.6,,,80,47.8,84.7,4393.3,372.4,18,39.9330477,-75.22609971,112032
-75.1480488669369,39.9696128507781,792,5010192,973 N 7TH ST,MT. TABOR SR. CYBER VILLAGE,886904200,19123,1,2007,Multifamily Housing,1646750.6,43436.7,,,73,28.6,78.8,1192.4,155.2,81,39.96960478,-75.1480471,59095
-75.1557627381359,39.9467625300158,793,5010903,850 Locust Street,Saint George Senior Housing Corp,881008230,19107,1,1973,Multifamily Housing,3001625.5,3963108.7,,,5,145.1,261.8,6772.1,489.2,14,39.94675447,-75.15576097,48000
-75.1706532978885,39.96096080518,794,5010444,1901-39 Callowhill St.,The Granary,881551130,19130,1,2013,Multifamily Housing,9443975.9,1392260.3,,,74,40,103,7936.3,950.9,65,39.96095274,-75.17065152,310417
-75.1462902948889,39.9739362000868,795,5008458,1426 N. 6TH STREET,VILLAS DE HACE,886603800,19122,2,1992,Multifamily Housing,450622.8,439323.3,,,98,33,63.8,1670.7,62.6,30,39.97392813,-75.14628853,27000
-75.2345485148893,40.0543366282543,796,5013007,7841 Ridge Avenue,Metropolitan Roxborough,881090000,19128,2,1964,Multifamily Housing,2230765.6,6033654.9,,,59,64.8,98.6,7256.9,527.6,23,40.05432855,-75.23454672,127615
-75.1684786813474,39.942372102097,797,5003771,1525 Fitzwater Street,Scottish Rite House,772668500,19146,1,1985,Multifamily Housing,4225512.9,,,,58,42.3,118.5,5671.7,392.4,23,39.94236404,-75.16847691,105815
-75.2343466153119,40.043753582244,798,5013003,450 Domino Lane,Metropolitan Manayunk Hill,881079800,19128,2,1963,Multifamily Housing,1186693.6,2900615.1,,,80,56.1,87.4,2306.4,264.3,77,40.0437455,-75.23434482,72900
-75.0152160402332,40.1215647294568,799,5013883,12003 Bustleton Avenue,Ephraim Goldstein Apartments aka Shalom/Arbor,"778728000; 778729000",19116,1,1980,Multifamily Housing,6752863.2,4529877,,,66,53.9,113,11649.7,867.6,25,40.12155663,-75.01521431,251937
-75.1640470958344,40.0089094036837,800,5013048,2104 W. Venango St.,Venango House,886650800,19140,1,1982,Multifamily Housing,2259583.4,3958069.1,,,43,80.2,135.3,2937.8,420,64,40.00890133,-75.16404532,84897
-75.0484570050894,40.0661272143838,801,5014096,2101 Strahle Street,Samuel Tabas Apartments fka Federation Apartments,778806010,19152,1,1974,Multifamily Housing,9818139.2,2611590.9,,,49,58.4,141.9,15887.9,1051.6,18,40.06611912,-75.04845526,368515
-75.2262214741281,39.9950689090779,802,5013100,5000 Woodbine Avenue,Metropolitan Wynnefield,881155500,19131,1,1953,Multifamily Housing,1123571.6,5135266.9,,,10,105.1,143.4,3307.8,377.1,24,39.99506084,-75.22621968,59540
-75.148995230528,39.9814536991708,803,5014926,1900 North 9th Street,Paseo Verde North and South,"881147295;886761137",19122,4,2013,Multifamily Housing,4797592.7,3026453.3,,,89,43.3,88,3358.6,570.9,,39.98144563,-75.14899346,180882
-75.1625300270251,39.9486587598311,804,5015250,206 S. 13th Street,Chancellor Apartments,881015000,19107,1,1920,Multifamily Housing,2493700.5,6812717.2,,,83,72.5,110.1,4915.4,593.4,80,39.9486507,-75.16252826,128337
-75.0223716714635,40.1009535745881,805,5013797,10102 Jamison Avenue,Rieder House aka Center Park House,778770500,19116,1,1989,Multifamily Housing,1368914.5,2209116,,,79,60.9,104.7,2099.9,244.4,65,40.10094547,-75.02236994,77821
-75.1026081034048,39.986917043391,806,5015778,3255 Belgrade Street,Nativity BVM Place,777075000,19134,1,1916,Multifamily Housing,2242426.5,827846.5,,,2,102.3,238.3,1418.9,252.2,82,39.98690897,-75.10260635,30000
-74.9836473345068,40.0492691480699,807,5015305,9503 State Road,Beacon Pointe Apartments,881233101,19114,1,1980,Multifamily Housing,1356607.1,2003040.8,,,100,29.8,52.3,3999.9,232.4,75,40.04926106,-74.98364561,138166
-75.1884932903945,40.0422785483796,808,5016272,6445 Greene Street,Vernon House Apartments,881103000,19119,1,1929,Multifamily Housing,982384.4,4204374,,,55,56.9,78.6,2139.3,314.5,35,40.04227047,-75.18849151,100000
-74.9841712386666,40.1082721632136,809,5017022,2800 Black Lake Place,2800 Black Lake Place,884292570,19154,1,1988,Office,945739.9,1843512.7,,,69,47.8,78.5,490.9,185.7,,40.10826406,-74.98416952,58372
-75.0128334244914,40.1208742112003,810,5017217,780 Byberry Road,Sidewater House,886651800,19116,1,1998,Multifamily Housing,680952.3,1948419.2,,,91,48.5,72.8,2118.3,167.4,43,40.12086611,-75.01283169,80252
-75.1627456427937,39.9470423623259,811,5016203,250 S. 13th Street,Lenox Condominiums,888072274,19107,1,1920,Multifamily Housing,1797098,6063716.2,,,26,98.4,142.6,5539.2,488.9,10,39.9470343,-75.16274387,79923
-75.1690886304911,39.9629606187957,812,5015858,1818-20 ,Spring Garden Towers - MICHAELS,881561625,19130,1,1979,Multifamily Housing,5877303.1,1529595,,,78,38.2,93.1,2843.3,627,95,39.96295255,-75.16908686,194062
-75.1736311740434,39.9490799068827,813,5018126,226 W. Rittenhouse Square,Dorchester Owners Association,888081504,19103,1,1963,Multifamily Housing,17017698,32202314.5,,,7,112.6,186.4,30211.7,3290.6,17,39.94907184,-75.1736294,437034
-74.9965323172747,40.0878539331886,814,5018104,10551 Decatur Rd,Decatur Rd,884278500,19154,1,1995,Office,1802658.2,4129291.8,,,79,50.3,79.5,62.6,386.7,,40.08784584,-74.99653059,118036
-75.2129947025572,40.027963189329,815,5018185,4200 Mitchell Street,Pensdale Housing II LP,886802100,19128,1,2009,Multifamily Housing,353333.8,87435.1,,,100,10.9,26.8,706,37.5,87,40.02795511,-75.21299291,40360
-75.1840044223028,40.017980222216,816,5018303,3110 W Queen Lane,Queen Lane WTP,"884461930; 884461925",19129,1,1953,Drinking Water Treatment & Distribution,12281210.8,7699750.1,,,,181.6,386.1,27467.9,1549.3,,40.01797214,-75.18400264,110000
-75.1742187924736,39.952462999671,817,5018571,2017-23 Chestnut St.,AQ Rittenhouse - CO (qr04),881566510,19103,1,2015,Multifamily Housing,3761515,730081.4,,,67,48.8,122.7,2480.4,388,91,39.95245493,-75.17421702,92077
-75.1870179262782,40.0742028607909,818,5018938,1000 Ivy Hill Rd.,Laverock Apt.,881155012,19150,1,2007,Multifamily Housing,2047681.8,912637.3,,,67,35.5,80.3,3522.6,238.6,21,40.07419477,-75.18701614,83286
-74.9963287418845,40.0866796576359,819,5017249,10500 Drummond Road ,DRUMMOND ROAD,884284500,19154,1,1963,Non-Refrigerated Warehouse,412930.1,5774624.2,,,18,121.3,141.5,62.2,345.1,,40.08667156,-74.99632702,51024
-75.2196140619249,39.9546200412669,820,5019175,241 S 49th St. ,Croydon Hall Apartments,881145500,19139,1,1900,Multifamily Housing,3761156.8,135278.1,,,80,33.6,92,3900.4,356.4,69,39.95461198,-75.21961227,116000
-75.1922134733165,39.9643212380469,821,5019078,600-18 N. 34th Street,Mantua Presbyterian Apartments,881812305,19104,1,2008,Multifamily Housing,1995883.5,1585477.8,,,45,59.1,119.8,1730.2,269.5,63,39.96431317,-75.19221169,71357
-75.1861999626527,40.0388012214229,822,5020503,6300 Greene st,Wesley Enhanced Living At Stapeley,881436600,19144,2,1909,Residential Care Facility,4382594.6,1435036.2,,,,32.9,77.9,,483.2,,40.03879314,-75.18619818,176920
-75.2115974054308,40.0375960624921,823,5020783,6100 Henry Avenue,Dupont Towers,"888210002;888210003;888210004;888210005;888210006;888210007;888210008;888210009;888210010;888210011;888210012;888210013;888210014;888210015;888210016;888210017;888210018;888210019;888210020;888210021;888210022;888210023;888210024;888210025;888210026;888210027;888210028;888210029;888210030;888210031;888210032;888210033;888210034;888210035;888210036;888210037;888210038;888210039;888210040;888210041;888210042;888210043;888210044;888210045;888210046;888210047;888210048;888210049;888210050;888210051;888210052;888210053;888210054;888210055;888210056;888210057;888210058;888210059;888210060;888210061;888210062;888210063;888210064;888210065;888210066;888210067;888210068;888210069;888210070;888210071;888210072;888210073;888210074;888210075;888210076;888210077;888210078;888210079;888210080;888210081;888210082;888210083;888210084;888210085;888210086;888210087;888210088;888210089;888210090;888210091;888210092;888210093;888210094;888210095;888210096;888210097;888210098;888210099;888210100;888210101;888210102;888210103;888210104;888210105",19128,1,1969,Multifamily Housing,3276895.7,5023296.2,,,13,90.1,156.9,5084.9,571.1,36,40.03758798,-75.21159561,92114
-75.0153509691865,40.1192954588261,824,5020545,815 Hendrix Street,6866 - BUSTLETON AVE,882095030,19116,1,2007,Retail Store,4053456,3894282.2,,,43,79.5,154.4,677.9,583.2,,40.11928736,-75.01534924,100000
-75.19113418804,40.0454913593233,825,5021288,6635 McCallum Street,The McCallum,"888220261;888220262;888220263;888220331;888220281;888220299;888220308;888220290;888220340;888220264;888220267;888220332;888220282;888220300;888220317;888220265;888220313;888220295;888220345;888220266;888220268;888220333;888220283;888220301;888220318;888220312;888220294;888220344;888220269;888220334;888220284;888220302;888220319;888220322;888220314;888220296;888220346;888220278;888220270;888220335;888220285;888220303;888220320;888220323;888220315;888220297;888220347;888220279;888220271;888220336;888220286;888220304;888220321;888220324;888220316;888220298;888220348;888220280;888220272;888220337;888220287;888220305;888220309;888220291;888220341;888220275;888220325;888220328;888220273;888220338;888220288;888220306;888220310;888220292;888220342;888220276;888220326;888220329;888220274;888220339;888220289;888220307;888220311;888220293;888220343;888220277;888220327;888220330",19119,1,1926,Multifamily Housing,3311209.5,1326207.6,,,18,65.4,150.3,2921.9,377.9,59,40.04548328,-75.1911324,70951
